"","past_pat_year","past_pat","pasture_id","patch_id","year","EAME_1","EAME_2","EAME_3","EAME_4","EAME_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"309","PYW_C_2011","PYW_C","PYW","C",2011,0,2,0,2,1,0.63,0.13,0.38,0.38,0.13,2,4,4,4,1,139,154,162,171,182,9.1,6.9,8.8,9.46666666666667,8.76666666666667,"SR","SR","CP","SR","CD",2,200
"310","PYW_C_2012","PYW_C","PYW","C",2012,0,1,0,0,1,0.88,0.38,0.38,0.88,0.13,5,4,2,3,3,141,148,158,167,180,6.61666666666667,6.46666666666667,6.71666666666667,6.63333333333333,6.75,"TL","CD","SR","CD","SR",2,200
"311","PYW_C_2013","PYW_C","PYW","C",2013,2,1,2,1,0,0.38,0.13,0.88,0.63,0.88,2,1,1,1,2,137,154,163,178,188,6.66666666666667,7.23333333333333,6.35,8.16666666666667,6.46666666666667,"CD","SR","AM","CD","AM",2,200
"312","PYW_C_2014","PYW_C","PYW","C",2014,1,0,1,0,0,0.13,0.88,0.38,0.63,0.63,1,3,4,3,1,138,149,165,182,197,6.33333333333333,7.03333333333333,6.08333333333333,6.25,8.43333333333333,"SR","CD","CD","CD","SBN",2,200
"313","PYW_C_2015","PYW_C","PYW","C",2015,1,0,1,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,3,2,143,159,171,196,213,6.33333333333333,6.28333333333333,7.63333333333333,7.05,8.31666666666667,"BSV","BSV","SR","SBN","SR",2,200
"314","PYW_C_2016","PYW_C","PYW","C",2016,1,0,0,1,0,0.13,0.63,0.13,0.38,0.38,2,2.4,1,3,3,151,168,179,193,217,6.58333333333333,7.03333333333333,9.31666666666667,8.55,6.68333333333333,"SR","SBN","JJC","ACW","SR",2,200
"315","PYW_C_2017","PYW_C","PYW","C",2017,1,0,1,0,0,0.13,0.13,0.13,0.13,0.13,3,2,3,2,2,149,160,175,189,201,8.75,8.96666666666667,9.41666666666667,8.68333333333333,8.2,"SR","ALL","JJC","SR","ALL",2,200
"316","PYW_C_2023","PYW_C","PYW","C",2023,0,1,0,1,1,0.13,0.13,0.63,0.88,0.13,2,1,2,3,2,157,170,179,189,195,7.33333333333333,9.11666666666667,6.71666666666667,6.66666666666667,8.95,"WPT","JJC","HKG","JLS","JJC",2,200
"317","PYW_N_2007","PYW_N","PYW","N",2007,1,0,1,0,2,0.13,0.13,0.63,0.13,0.13,1,3,2,2,2,152,159,169,176,183,6.48333333333333,7.4,6.8,7.66666666666667,5.96666666666667,"JF","CW","JF","FP","JF",3.51,351.01
"318","PYW_N_2008","PYW_N","PYW","N",2008,0,0,0,1,1,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.16666666666667,6.25,7.13333333333333,7.5,6.3,"JF","JF","CW","JF","SR",3.51,351.01
"319","PYW_N_2009","PYW_N","PYW","N",2009,0,0,1,5,1,0.63,0.88,0.13,0.13,0.38,2,3,4,3,3,161,163,169,181,191,8.78333333333333,8.88333333333333,7.55,8.53333333333333,7.81666666666667,"FP","SR","SR","JO","SR",3.51,351.01
"320","PYW_N_2010","PYW_N","PYW","N",2010,0,2,0,1,4,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,8.45,6.25,8.03333333333333,8.88333333333333,6.66666666666667,"TH","TL","SR","SR","TH",2,200
"321","PYW_N_2011","PYW_N","PYW","N",2011,0,0,0,0,1,0.36,0.38,0.63,0.38,0.13,2.29,4,3,4,1,139,154,162,171,182,8.71666666666667,6.63333333333333,8.6,9.28333333333333,8.61666666666667,"SR","SR","CP","SR","CD",2,200
"322","PYW_N_2012","PYW_N","PYW","N",2012,1,0,1,0,1,0.88,0.38,0.38,0.88,0.13,4,3,2,3,3,141,148,158,167,180,6.3,6.28333333333333,6.51666666666667,6.41666666666667,6.51666666666667,"TL","CD","SR","CD","SR",2,200
"323","PYW_N_2013","PYW_N","PYW","N",2013,0,0,0,2,0,0.38,0.13,0.88,0.63,0.88,2,1,1,1,2,137,154,163,178,188,6.45,7,6.13333333333333,7.96666666666667,6.1,"CD","SR","AM","CD","AM",2,200
"324","PYW_N_2014","PYW_N","PYW","N",2014,1,1,0,1,0,0.13,0.88,0.38,0.63,0.63,1,3,4,3,2,138,149,165,182,197,6.1,6.85,5.88333333333333,6.06666666666667,8.15,"SR","CD","CD","CD","SBN",2,200
"325","PYW_N_2015","PYW_N","PYW","N",2015,0,1,1,4,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,6.11666666666667,6.01666666666667,7.46666666666667,6.7,8.08333333333333,"BSV","BSV","SR","SBN","SR",2,200
"326","PYW_N_2016","PYW_N","PYW","N",2016,1,0,1,NA,0,0.13,0.38,0.13,0.37,0.38,2,2,1,2.29,3,151,168,179,182.77,217,6.33333333333333,6.66666666666667,9.58333333333333,7.79,6.48333333333333,"SR","SBN","JJC",NA,"SR",2,200
"327","PYW_N_2017","PYW_N","PYW","N",2017,0,0,1,1,2,0.13,0.13,0.13,0.13,0.13,3,2,3,2,1,149,160,175,189,201,8.53333333333333,8.75,9.28333333333333,8.45,7.96666666666667,"SR","ALL","JJC","SR","ALL",2,200
"328","PYW_N_2018","PYW_N","PYW","N",2018,0,1,NA,2,1,0.38,0.63,0.43,0.13,0.88,3,2,2.32,2,1,145,160,169.67,188,199,6.01666666666667,6.03333333333333,7.59,6,6.18333333333333,"JJC","TMS",NA,"BJE","TMS",2,200
"329","PYW_N_2021","PYW_N","PYW","N",2021,1,0,0,0,0,0.13,0.38,0.63,0.38,0.38,2,2,2,1,1,154,165,179,189,201,7.83333333333333,6.55,8.66666666666667,5.95,6.53333333333333,"JJC","JEM","WPT","JJC","JJC",2,200
"330","PYW_N_2022","PYW_N","PYW","N",2022,3,0,0,1,0,0.13,0.13,0.63,0.88,0.63,2,3,2,2,3,154,169,183,189,196,6.18333333333333,8.93333333333333,6.33333333333333,7.58333333333333,7.58333333333333,"JJC","NGP","JLS","HKG","JLS",2,200
"331","PYW_N_2023","PYW_N","PYW","N",2023,3,0,2,0,1,0.38,0.13,0.63,0.88,0.13,1,1,2,3,3,157,170,179,189,195,6.9,8.81666666666667,6.2,6.51666666666667,9.15,"WPT","JJC","HKG","JLS","JJC",2,200
"332","PYW_S_2007","PYW_S","PYW","S",2007,0,0,0,0,0,0.13,0.13,0.88,0.13,0.13,1,4,3,2,1,152,159,169,176,183,7.01666666666667,7.56666666666667,7.33333333333333,8.33333333333333,6.63333333333333,"CW","JF","JF","FP","JF",4.11,411.02
"333","PYW_S_2009","PYW_S","PYW","S",2009,0,0,1,0,0,0.63,0.88,0.13,0.13,0.38,3,3,4,3,3,161,163,169,181,191,8.91666666666667,9.43333333333333,8.05,9.18333333333333,8.31666666666667,"SR","SR","SR","JO","SR",4.11,411.02
"334","PYW_S_2011","PYW_S","PYW","S",2011,0,1,0,1,0,0.63,0.37,0.38,0.38,0.13,2,4,4,4,2,139,154,162,171,182,9.51666666666667,7.18333333333333,9.05,9.76666666666667,9,"SR","SR","CP","SR","CD",3.5,350
"335","PYW_S_2013","PYW_S","PYW","S",2013,2,0,1,0,1,0.38,0.13,0.88,0.88,0.88,2,1,2,1,2,137,154,163,178,188,6.91666666666667,7.46666666666667,6.71666666666667,8.13333333333333,6.85,"CD","SR","AM","CD","AM",3.5,350
"336","PYW_S_2015","PYW_S","PYW","S",2015,1,0,1,0,1,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,6.61666666666667,6.61666666666667,6.76666666666667,7.51666666666667,7.3,"BSV","BSV","SR","SBN","SR",3.5,350
"337","PYW_S_2016","PYW_S","PYW","S",2016,2,1,2,2,0,0.13,0.63,0.13,0.38,0.38,2,2,1,3,3,151,168,179,193,217,8.18333333333333,7.33333333333333,8.86666666666667,8.96666666666667,6.9,"SR","SBN","JJC","ACW","SR",3.5,350
"338","PYW_S_2017","PYW_S","PYW","S",2017,0,0,1,0,0,0.13,0.13,0.13,0.13,0.13,3,2,3,2,2,149,160,175,189,201,9.01666666666667,9.26666666666667,9.68333333333333,7.6,8.46666666666667,"SR","ALL","JJC","SR","ALL",3.5,350
"339","PYW_S_2018","PYW_S","PYW","S",2018,1,0,NA,0,0,0.63,0.88,0.43,0.13,0.88,2,3,2.32,2,1,145,160,169.67,188,199,6.55,6.55,7.59,6.5,6.88333333333333,"JJC","TMS",NA,"BJE","TMS",3.5,350
"340","PYW_S_2022","PYW_S","PYW","S",2022,0,0,1,0,0,0.88,0.13,0.63,0.88,0.63,2,3,1,2,3,158,169,183,189,196,6.88333333333333,8.11666666666667,7.13333333333333,8.21666666666667,6.83333333333333,"WPT","NGP","JLS","HKG","JLS",3.5,350
"341","RC2_C_2015","RC2_C","RC2","C",2015,0,0,1,0,0,0.38,0.13,0.13,0.88,0.88,2,1,4,2,2,148,160,176,189,210,6.05,7.36666666666667,6.7,6.43333333333333,6.65,"BSV","BSV","SR","BSV","BSV",2,200
"342","RC2_C_2016","RC2_C","RC2","C",2016,0,1,0,0,0,0.13,0.13,0.38,0.63,0.63,1,1,3,4,1,150,164,177,196,212,6.66666666666667,6.6,8.5,9.35,9.2,"JJC","SR","ACW","SBN","JJC",2,200
"343","RC2_C_2018","RC2_C","RC2","C",2018,1,0,1,0,0,0.38,0.88,0.88,0.13,0.13,3,1,4,1,3,145,163,172,188,201,6.5,7.36666666666667,6.46666666666667,7.9,9.16666666666667,"TMS","TMS","TMS","TMS","TMS",2,200
"344","RC2_N_2014","RC2_N","RC2","N",2014,2,0,0,1,0,0.13,0.63,0.63,0.13,0.13,3,4,3,3,1,138,152,167,184,198,9.26666666666667,9.23333333333333,8.81666666666667,9.13333333333333,7.95,"CD","CD","CD","CD","CD",2,200
"345","RC2_S_2014","RC2_S","RC2","S",2014,1,0,0,0,0,0.13,0.63,0.38,0.13,0.13,2,4,3,3,1,138,152,167,184,198,8.96666666666667,8.88333333333333,8.43333333333333,8.71666666666667,7.55,"CD","CD","CD","CD","CD",2,200
"346","RCH2007_N_2007","RCH2007_N","RCH2007","N",2007,1,0,1,0,0,0.13,0.13,0.13,0.13,0.13,1,1,3,2,3,145,151,156,166,176,6.68333333333333,6.8,7.81666666666667,6.3,9.53333333333333,"MN","FP","JF","CW","FP",1.96,196.16
"347","RCH2007_N_2013","RCH2007_N","RCH2007","N",2013,1,0,2,0,0,0.13,0.88,0.88,0.38,0.13,3,1,1,3,3,144,156,168,181,195,9.2,7.73333333333333,8.65,9.61666666666667,9.55,"AM","SR","CD","CD","AM",2,200
"348","RCH2007_S_2007","RCH2007_S","RCH2007","S",2007,0,1,1,0,2,0.13,0.88,0.13,0.13,0.13,1,1,3,1,3,145,151,156,166,176,6.78333333333333,6.66666666666667,7.33333333333333,6.48333333333333,9.7,"JF","FP","JF","CW","FP",2.85,285
"349","RCH2007_S_2010","RCH2007_S","RCH2007","S",2010,1,0,0,0,0,0.13,0.13,0.38,0.13,0.63,4,1,3,1,2,144,152,168,180,189,8.41666666666667,7.9,7.9,7.26666666666667,7.75,"SR","TL","TL","TL","TL",3,300
"350","RCH2007_S_2013","RCH2007_S","RCH2007","S",2013,0,0,0,1,1,0.38,0.88,0.88,0.38,0.13,3,1,1,3,2,144,156,168,181,195,9.5,7.98333333333333,8.83333333333333,9.88333333333333,9.91666666666667,"AM","SR","CD","AM","AM",3,300
"351","RCH2007_W_2007","RCH2007_W","RCH2007","W",2007,0,2,1,0,0,0.13,0.13,0.43,0.13,0.13,1,1,2.32,1,3,145,151,156,166,176,6.45,7.06666666666667,6.98333333333333,5.98333333333333,9.3,"JF","FP","JF","CW","FP",2.46,246.01
"352","RCH2007_W_2008","RCH2007_W","RCH2007","W",2008,1,0,0,0,0,0.13,0.38,0.88,0.88,0.38,1,4,2,3,2,135,140,156,165,177,6.41666666666667,7.4,6.73333333333333,9.76666666666667,6,"CW","SR","CW","SR","JF",2.46,246.01
"353","RCH2007_W_2009","RCH2007_W","RCH2007","W",2009,0,0,1,0,0,0.38,0.13,0.13,0.13,0.13,3,1,2,2,1,155,160,168,180,188,8.63333333333333,8.63333333333333,8.33333333333333,8.98333333333333,6.55,"JO","EH","JO","FP","EH",2.46,246.01
"354","RCH2007_W_2010","RCH2007_W","RCH2007","W",2010,0,1,0,1,1,0.13,0.13,0.38,0.13,0.38,4,1,3,1,2,144,152,168,180,189,8,6.93333333333333,7.16666666666667,6.58333333333333,7.01666666666667,"SR","TL","TL","TL","TL",3,300
"355","RCH2007_W_2013","RCH2007_W","RCH2007","W",2013,0,1,0,0,0,0.13,0.88,0.88,0.13,0.13,3,1,1,3,2,144,156,168,181,195,8.71666666666667,7.56666666666667,8.41666666666667,9.4,9.3,"AM","SR","CD","AM","AM",3,300
"356","RCH2014_C_2014","RCH2014_C","RCH2014","C",2014,0,1,1,0,0,0.13,0.38,0.63,0.13,0.13,2,4,2,2,1,138,152,167,184,198,7.85,7.98333333333333,6.08333333333333,9.11666666666667,8.5,"CD","CD","CD","ORG","CD",3,300
"357","RCH2014_C_2015","RCH2014_C","RCH2014","C",2015,1,0,0,0,0,0.88,0.13,0.13,0.88,0.88,2,2,3,2,2,146,160,178,189,210,9.33333333333333,8.23333333333333,6.26666666666667,7.3,7.56666666666667,"BSV","BSV","BSV","BSV","BSV",3,300
"358","RCH2014_C_2016","RCH2014_C","RCH2014","C",2016,1,0,0,0,0,0.13,0.88,0.38,0.38,0.63,1,3,2,1,1,153,163,177,196,212,6.38333333333333,9.1,6.65,7.75,7.53333333333333,"SR","SR","ACW","SBN","JJC",3,300
"359","RCH2014_C_2017","RCH2014_C","RCH2014","C",2017,0,2,1,0,0,0.38,0.13,0.38,0.63,0.13,1,4,3,4,1,149,161,174,191,202,6.3,6,7.7,6.21666666666667,7.25,"JD","ALL","JJC","ALL","JD",3,300
"360","RCH2014_C_2018","RCH2014_C","RCH2014","C",2018,1,0,1,2,1,0.38,0.13,0.88,0.13,0.13,3,2,4,2,4,145,161,172,188,201,7.55,6.61666666666667,7.6,6.55,9.23333333333333,"TMS","SR","JJC","JJC","TMS",3,300
"361","RCH2014_C_2022","RCH2014_C","RCH2014","C",2022,NA,3,2,1,1,0.36,0.38,0.13,0.13,0.63,2.29,2,1,3,3,147.14,168,179,191,196,7.72,7.01666666666667,7.98333333333333,9.21666666666667,8.73333333333333,NA,"WPT","JJC","HKG","JLS",3,300
"362","RCH2014_C_2023","RCH2014_C","RCH2014","C",2023,0,2,0,0,1,0.13,0.13,0.38,0.13,0.13,1,3,3,1,1,157,171,183,190,195,8.3,9.25,8.76666666666667,6.58333333333333,8.93333333333333,"JJC","WPT","JLS","JLS","HKG",3,300
"363","RCH2014_E_2014","RCH2014_E","RCH2014","E",2014,2,1,1,0,0,0.13,0.38,0.63,0.13,0.13,2,4,2,3,1,138,152,167,184,198,8.1,8.25,6.35,9.61666666666667,8.73333333333333,"CD","CD","CD","ORG","CD",3,300
"364","RCH2014_E_2015","RCH2014_E","RCH2014","E",2015,0,0,0,1,0,0.88,0.38,0.13,0.88,0.63,2,2,2,1,2,146,160,178,189,210,9.66666666666667,8.5,6.58333333333333,7.63333333333333,7.81666666666667,"BSV","BSV","BSV","BSV","BSV",3,300
"365","RCH2014_E_2016","RCH2014_E","RCH2014","E",2016,0,0,0,3,1,0.38,0.88,0.38,0.38,0.63,1,4,3,3,1,153,163,177,196,212,6.65,9.3,7.18333333333333,8.35,8.25,"SR","SR","ACW","SBN","JJC",3,300
"366","RCH2014_E_2017","RCH2014_E","RCH2014","E",2017,1,0,1,0,0,0.63,0.13,0.38,0.63,0.13,2,4,3,4,2,149,161,174,191,202,6.83333333333333,6.48333333333333,8.1,6.63333333333333,7.61666666666667,"JD","ALL","JJC","ALL","JD",3,300
"367","RCH2014_E_2018","RCH2014_E","RCH2014","E",2018,1,1,1,0,0,0.38,0.13,0.88,0.13,0.13,3,2,4,1,4,145,161,172,188,201,7.93333333333333,6.9,7.96666666666667,7.01666666666667,9.5,"TMS","SR","JJC","JJC","TMS",3,300
"368","RCH2014_E_2021","RCH2014_E","RCH2014","E",2021,0,1,0,0,1,0.38,0.13,0.38,0.88,0.38,1,2,1,3,1,153,167,178,190,200,7.2,6.53333333333333,8.58333333333333,9.33333333333333,6.81666666666667,"JEM","JNA","JJC","JEM","JEM",3,300
"369","RCH2014_E_2023","RCH2014_E","RCH2014","E",2023,0,0,1,0,0,0.13,0.13,0.13,0.38,0.13,1,3,3,1,1,157,171,183,190,195,8.6,8.48333333333333,9.13333333333333,6.98333333333333,8.65,"JJC","WPT","JLS","JLS","HKG",3,300
"370","RCH2014_N_2015","RCH2014_N","RCH2014","N",2015,NA,NA,NA,1,NA,0.36,0.37,0.43,0.88,0.37,2.29,2.4,2.32,2,2.15,147.14,158.38,169.67,189,195.25,7.72,7.61,7.59,6.98333333333333,7.82,NA,NA,NA,"BSV",NA,3,300
"371","RCH2014_W_2014","RCH2014_W","RCH2014","W",2014,0,0,0,1,0,0.13,0.38,0.63,0.13,0.13,2,4,2,2,1,138,152,167,184,198,7.68333333333333,7.66666666666667,5.88333333333333,8.71666666666667,8.23333333333333,"CD","CD","CD","ORG","CD",2,200
"372","RCH2014_W_2015","RCH2014_W","RCH2014","W",2015,0,2,0,NA,0,0.88,0.13,0.88,0.37,0.88,2,1,2,2.29,2,146,160,177,182.77,210,8.9,7.9,9.06666666666667,7.79,7.16666666666667,"BSV","BSV","BSV",NA,"BSV",2,200
"373","RCH2014_W_2016","RCH2014_W","RCH2014","W",2016,0,0,0,2,0,0.38,0.63,0.38,0.38,0.38,1,3,2,2,1,153,163,177,196,212,7.31666666666667,9.73333333333333,6.1,7.25,7.41666666666667,"SR","SR","ACW","SBN","JJC",2,200
"374","RCH2014_W_2018","RCH2014_W","RCH2014","W",2018,0,0,0,0,2,0.38,0.13,0.88,0.13,0.13,2,1,4,3,3,145,161,172,188,201,7.21666666666667,7.46666666666667,7.21666666666667,6.25,8.98333333333333,"TMS","SR","JJC","JJC","TMS",2,200
"375","RIE_E_2015","RIE_E","RIE","E",2015,0,1,1,0,0,0.88,0.88,0.38,0.63,0.38,3,2,3,2,2,148,157,171,195,212,9.08333333333333,8.2,6.95,8.66666666666667,9.55,"BSV","BSV","BSV","BSV","BSV",2,300
"376","RIE_E_2021","RIE_E","RIE","E",2021,0,0,0,1,0,0.38,0.13,0.63,0.63,0.13,2,1,1,2,3,153,166,178,187,200,9.18333333333333,7.58333333333333,7.53333333333333,7.38333333333333,8.73333333333333,"WPT","JEM","JNA","HKG","JJC",3,300
"377","RIE_E_2022","RIE_E","RIE","E",2022,1,0,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,2,3,2.29,2.15,155,168,183,182.77,195.25,7.6,8.38333333333333,7.43333333333333,7.79,7.82,"HKG","JJC","NGP",NA,NA,3,300
"378","RIE_N_2015","RIE_N","RIE","N",2015,1,0,0,0,0,0.38,0.88,0.38,0.63,0.63,2,2,3,2,2,148,157,171,194,212,8.15,7.4,6.01666666666667,8.9,8.26666666666667,"BSV","BSV","BSV","BSV","BSV",5,500
"379","RIE_N_2016","RIE_N","RIE","N",2016,2,1,0,0,0,0.63,0.13,0.63,0.38,0.38,2,2,3,2,1,152,164,177,192,211,6.43333333333333,8.18333333333333,6.33333333333333,6.65,7.3,"JJC","SR","SBN","ACW","JJC",5,500
"380","RIE_N_2022","RIE_N","RIE","N",2022,1,0,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,1,3,2.29,2.15,106,168,183,182.77,195.25,6.36666666666667,7.43333333333333,6.23333333333333,7.79,7.82,"HKG","JJC","NGP",NA,NA,5,500
"381","RIE_N_2023","RIE_N","RIE","N",2023,1,0,0,0,NA,0.88,0.63,0.38,0.13,0.37,2,3,1,1,2.15,158,170,184,190,195.25,6.21666666666667,6.38333333333333,6.45,8.5,7.82,"JJC","WPT","JLS","JJC",NA,5,500
"382","RIE_W_2015","RIE_W","RIE","W",2015,0,0,1,0,0,0.63,0.88,0.38,0.63,0.63,3,2,3,2,2,148,157,171,195,212,8.7,7.93333333333333,6.66666666666667,8.05,9.1,"BSV","BSV","BSV","BSV","BSV",3,300
"383","RIE_W_2021","RIE_W","RIE","W",2021,1,2,1,0,0,0.38,0.13,0.63,0.63,0.13,2,1,1,2,2,153,166,178,187,200,8.51666666666667,7.1,7.03333333333333,6.9,8.31666666666667,"WPT","JEM","JNA","HKG","JJC",3,300
"384","RIE_W_2022","RIE_W","RIE","W",2022,1,1,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,2,3,2.29,2.15,155,168,183,182.77,195.25,7.25,8.11666666666667,7.11666666666667,7.79,7.82,"HKG","JJC","NGP",NA,NA,3,300
"385","RIN_E_2007","RIN_E","RIN","E",2007,0,1,0,0,0,0.38,0.38,0.13,0.13,0.13,3,4,1,1,2,148,157,165,176,186,8.91666666666667,6.26666666666667,6.33333333333333,9.43333333333333,7.56666666666667,"JF","JF","FP","JF","FP",2.25,224.96
"386","RIN_E_2016","RIN_E","RIN","E",2016,0,1,0,1,0,0.38,0.63,0.38,0.13,0.63,3,4,4,3,1,152,163,177,197,211,8.68333333333333,6.88333333333333,9.11666666666667,7.36666666666667,8.53333333333333,"JJC","SR","SBN","SR","ACW",3,300
"387","RIN_E_2018","RIN_E","RIN","E",2018,0,0,0,1,0,0.38,0.38,0.88,0.13,0.13,3,1,4,1,4,145,163,178,189,202,9.11666666666667,7.6,9.5,7.16666666666667,9.01666666666667,"TMS","JJC","BJE","JJC","JJC",3,300
"388","RIN_E_2022","RIN_E","RIN","E",2022,0,1,1,0,0,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.7,9,7.78333333333333,6.71666666666667,8.98333333333333,"HKG","JLS","WPT","NGP","HKG",3,300
"389","RIN_E_2023","RIN_E","RIN","E",2023,1,0,0,0,0,0.63,0.13,0.63,0.38,0.13,1,2,3,1,2,158,170,179,190,194,9.78333333333333,9.31666666666667,6.95,8.65,9.65,"JJC","WPT","JJC","HKG","JJC",3,300
"390","RIN_S_2014","RIN_S","RIN","S",2014,1,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,164,158.38,169.67,182.77,195.25,8.01666666666667,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,1,100
"391","RIN_S_2016","RIN_S","RIN","S",2016,0,0,0,0,1,0.38,0.63,0.38,0.13,0.63,2,3,3,2,1,152,163,177,197,211,8.33333333333333,6.53333333333333,8.71666666666667,7.03333333333333,8.06666666666667,"JJC","SR","SBN","SR","ACW",1,100
"392","RIN_W_2018","RIN_W","RIN","W",2018,0,0,0,1,0,0.38,0.63,0.88,0.13,0.13,4,1,4,1,2,145,163,173,189,202,8.91666666666667,7.38333333333333,9.26666666666667,6.8,8.8,"TMS","JJC","BJE","JJC","JJC",2,200
"393","RIS_C_2007","RIS_C","RIS","C",2007,1,0,1,0,0,0.63,0.13,0.13,0.13,0.13,1,3,2,3,2,148,156,165,176,183,7.71666666666667,6.58333333333333,6.26666666666667,9.23333333333333,6.13333333333333,"CW","FP","JF","CW","FP",5.6,559.67
"394","RIS_C_2008","RIS_C","RIS","C",2008,2,0,1,0,0,0.63,0.13,0.38,0.38,0.88,4,3,4,3,3,134,141,148,150,165,9.41666666666667,8.03333333333333,6.73333333333333,8.01666666666667,9.21666666666667,"CW","CW","CW","SR","SR",5.6,559.67
"395","RIS_C_2009","RIS_C","RIS","C",2009,4,1,0,0,1,0.38,0.13,0.13,0.38,0.88,3,1,2,2,1,155,160,168,182,194,6.91666666666667,8.8,8.7,7.41666666666667,8.48333333333333,"JO","SR","EH","FP","EH",5.6,559.67
"396","RIS_C_2010","RIS_C","RIS","C",2010,0,0,0,0,1,0.13,0.13,0.63,0.38,0.13,4,2,4,3,1,144,148,161,168,181,9.18333333333333,6.7,8.1,8.81666666666667,8.8,"SR","SR","SR","TL","TL",4,400
"397","RIS_C_2011","RIS_C","RIS","C",2011,0,1,0,0,0,0.13,0.13,0.13,0.88,0.13,2,4,3,1,3,143,152,157,167,183,6.23333333333333,7.88333333333333,8.83333333333333,8.86666666666667,8.93333333333333,"CP","SR","SR","CP","CD",4,400
"398","RIS_C_2012","RIS_C","RIS","C",2012,0,0,0,0,1,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,6.91666666666667,7.81666666666667,7.75,6.65,8.86666666666667,"CD","SR","CD","SR","CD",4,400
"399","RIS_C_2013","RIS_C","RIS","C",2013,0,5,1,0,0,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,8.05,7.65,7.15,7.96666666666667,7.83333333333333,"SR","CD","AM","SR","SR",4,400
"400","RIS_C_2014","RIS_C","RIS","C",2014,0,0,1,2,1,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.41666666666667,6.56666666666667,8.06666666666667,8.63333333333333,6.63333333333333,"CD","CD","CD","CD","CD",4,400
"401","RIS_C_2015","RIS_C","RIS","C",2015,3,0,2,4,4,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,212,6.45,6.11666666666667,6.65,7.63333333333333,6.95,"BSV","BSV","SR","BSV","BSV",4,400
"402","RIS_C_2016","RIS_C","RIS","C",2016,1,2,5,0,1,0.13,0.63,0.13,0.13,0.38,1,4,1,2,2,151,163,180,195,213,6.73333333333333,7.51666666666667,9.18333333333333,6.41666666666667,7.66666666666667,"JJC","SR","SBN","SR","ACW",4,400
"403","RIS_C_2017","RIS_C","RIS","C",2017,1,3,1,1,0,0.13,0.13,0.38,0.13,0.13,1,3,2,1,3,150,161,174,190,206,6.38333333333333,7.33333333333333,7.65,8.8,7.85,"ALL","JJC","JD","JD","ALL",4,400
"404","RIS_C_2018","RIS_C","RIS","C",2018,1,0,0,0,2,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,189,202,6.18333333333333,8.03333333333333,8,6.1,6.96666666666667,"TMS","SR","TMS","TMS","JJC",4,400
"405","RIS_C_2021","RIS_C","RIS","C",2021,0,1,0,0,0,0.88,0.38,0.88,0.38,0.38,1,3,1,2,1,150,167,179,186,200,8.5,7.23333333333333,6.38333333333333,6.48333333333333,6.26666666666667,"JNA","JEM","WPT","HKG","JJC",3.75,375
"406","RIS_C_2022","RIS_C","RIS","C",2022,0,2,0,0,0,0.63,0.63,0.88,0.38,0.63,1,1,1,3,1,158,166,183,190,198,6.88333333333333,6.53333333333333,8.06666666666667,8.25,6.73333333333333,"HKG","JJC","JJC","NGP","HKG",3.75,375
"407","RIS_C_2023","RIS_C","RIS","C",2023,1,NA,0,0,0,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,8.13333333333333,7.61,6.93333333333333,6.78333333333333,8.35,"JJC",NA,"HKG","JJC","HKG",3.75,375
"408","RIS_N_2007","RIS_N","RIS","N",2007,0,1,0,0,0,0.63,0.13,0.13,0.13,0.38,1,1,2,3,3,148,156,165,176,183,7.58333333333333,6.2,6.05,9.08333333333333,5.93333333333333,"CW","FP","JF","CW","FP",5.26,525.92
"409","RIS_N_2008","RIS_N","RIS","N",2008,1,0,0,0,1,0.63,0.13,0.38,0.38,0.88,4,3,4,3,3,134,141,148,150,165,9.25,7.88333333333333,6.43333333333333,7.86666666666667,9.08333333333333,"CW","CW","CW","SR","SR",5.26,525.92
