"","past_pat_year","past_pat","pasture_id","patch_id","year","HESP_1","HESP_2","HESP_3","HESP_4","HESP_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"309","GIL_C_2015","GIL_C","GIL","C",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.41666666666667,7.71666666666667,7.86666666666667,7.61666666666667,7.55,"SR","SR","BSV","SR","JJC",3,300
"310","GIL_C_2016","GIL_C","GIL","C",2016,0,0,0,0,0,0.38,0.63,0.38,0.38,0.63,2,2,1,3,2,149,163,180,195,213,8.71666666666667,6.35,6.63333333333333,8.66666666666667,8.58333333333333,"SR","JJC","ACW","SBN","JJC",3,300
"311","GIL_C_2021","GIL_C","GIL","C",2021,0,0,0,0,0,0.38,0.13,0.63,0.88,0.13,2,2,1,2,1,153,166,178,190,201,8.5,9.13333333333333,8.53333333333333,8.55,8.75,"JJC","WPT","JEM","JNA","JEM",3,300
"312","GIL_C_2023","GIL_C","GIL","C",2023,0,0,0,0,0,0.38,0.13,0.88,0.38,0.13,3,3,3,1,1,155,168,179,190,194,6.51666666666667,7.16666666666667,6.86666666666667,6.75,7.35,"WPT","JJC","WPT","HKG","JJC",3,300
"313","GIL_N_2007","GIL_N","GIL","N",2007,0,0,0,0,0,0.38,0.38,0.13,0.13,0.13,3,3,4,1,3,142,149,159,166,177,7.88333333333333,6.46666666666667,6.26666666666667,6.35,8.46666666666667,"CB","JF","JF","FP","CW",4.01,401.33
"314","GIL_N_2008","GIL_N","GIL","N",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,2,4,133,141,147,150,160,7.13333333333333,7.1,6.93333333333333,6.65,9.63333333333333,"JF","SR","CW","SR","JF",4.01,401.33
"315","GIL_N_2009","GIL_N","GIL","N",2009,0,0,0,0,0,0.88,0.38,0.38,0.13,0.63,3,1,2,2,2,146,156,162,173,181,7.41666666666667,7.2,8.3,8.9,7.33333333333333,"EH","FP","FP","JL","EH",4.01,401.33
"316","GIL_N_2010","GIL_N","GIL","N",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,3,5,3,142,149,161,177,189,7.18333333333333,6.81666666666667,6.95,7.4,8.2,"SR","TL","SR","SR","SR",3,300
"317","GIL_N_2011","GIL_N","GIL","N",2011,0,0,0,0,0,0.63,0.63,0.13,0.88,0.13,4,4,2.32,3,3,140,147,157,171,182,7.9,8.58333333333333,7.13333333333333,7.6,8.25,"SR","SR","SR","CD","SR",3,300
"318","GIL_N_2012","GIL_N","GIL","N",2012,0,0,0,0,0,0.13,0.13,0.13,0.63,0.13,1,1,2,1,3,142,150,159,173,181,7.38333333333333,6.3,6.93333333333333,6.6,9.21666666666667,"SR","CD","SR","CD","SR",3,300
"319","GIL_N_2013","GIL_N","GIL","N",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,3,2,2,3,3,137,154,163,181,194,9.06666666666667,8.83333333333333,7.66666666666667,6.66666666666667,6.81666666666667,"SR","AM","CD","AM","CD",3,300
"320","GIL_N_2014","GIL_N","GIL","N",2014,0,0,0,0,0,0.13,0.63,0.13,0.63,0.63,3,2,2,1,2,140,151,164,181,199,7.03333333333333,7.93333333333333,9.28333333333333,7.28333333333333,6.46666666666667,"CD","CD","CD","CD","CD",3,300
"321","GIL_N_2015","GIL_N","GIL","N",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,3,3,4,1,148,157,174,194,213,6.5,7.8,7.93333333333333,7.68333333333333,7.68333333333333,"SR","SR","BSV","SR","JJC",3,300
"322","GIL_N_2016","GIL_N","GIL","N",2016,0,0,0,0,0,0.38,0.63,0.38,0.38,0.63,2,2,1,3,2,149,163,180,195,213,8.8,6.56666666666667,6.78333333333333,8.85,8.7,"SR","JJC","ACW","SBN","JJC",3,300
"323","GIL_N_2017","GIL_N","GIL","N",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.38,2,4,2,2,1,148,161,175,188,201,9.51666666666667,7.6,7.11666666666667,7.68333333333333,7.08333333333333,"ALL","JD","JJC","JD","JJC",3,300
"324","GIL_N_2018","GIL_N","GIL","N",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.13,4,1,4,3,1,146,160,173,189,202,8.46666666666667,8.66666666666667,7.86666666666667,7.96666666666667,6.35,"SR","JJC","BJE","BJE","TMS",3,300
"325","GIL_N_2021","GIL_N","GIL","N",2021,0,0,0,0,0,0.63,0.13,0.63,0.88,0.13,1,2,1,2,1,153,166,178,190,201,8.7,9.33333333333333,8.73333333333333,8.81666666666667,8.95,"JJC","WPT","JEM","JNA","JEM",3,300
"326","GIL_N_2022","GIL_N","GIL","N",2022,0,NA,0,0,0,0.38,0.37,0.13,0.88,0.63,2,2.4,1,1,1,154,158.38,180,189,198,7.88333333333333,7.61,6.81666666666667,9.51666666666667,6.36666666666667,"JJC",NA,"JJC","HKG","JJC",3,300
"327","GIL_N_2023","GIL_N","GIL","N",2023,0,0,0,0,0,0.38,0.13,0.88,0.38,0.13,3,3,3,1,1,155,168,179,190,194,6.7,7.35,7.08333333333333,6.95,7.5,"WPT","JJC","WPT","HKG","JJC",3,300
"328","GIL_S_2007","GIL_S","GIL","S",2007,0,0,0,0,0,0.38,0.38,0.13,0.13,0.13,3,3,2,2,3,142,149,159,166,177,7.31666666666667,7.21666666666667,6.15,7.05,8,"CB","JF","CW","FP","CW",1.51,150.84
"329","GIL_S_2008","GIL_S","GIL","S",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,3,4,133,141,147,150,160,6.5,6.48333333333333,6.43333333333333,6.15,9.3,"JF","SR","CW","SR","JF",1.51,150.84
"330","GIL_S_2009","GIL_S","GIL","S",2009,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,3,1,2,2,2,146,156,162,173,181,6.75,6.66666666666667,7.76666666666667,9.61666666666667,6.81666666666667,"EH","FP","FP","JL","EH",1.51,150.84
"331","GIL_S_2010","GIL_S","GIL","S",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,2,5,3,142,149,161,177,189,6.73333333333333,6.28333333333333,6.71666666666667,7.18333333333333,7.93333333333333,"SR","TL","SR","SR","SR",2,200
"332","GIL_S_2011","GIL_S","GIL","S",2011,0,0,0,0,0,0.88,0.63,0.13,0.88,0.13,4,3,2.32,3,2.15,140,147,157,171,182,7.61666666666667,8.33333333333333,7.56666666666667,7.11666666666667,8.06666666666667,"SR","SR","SR","CD","SR",2,200
"333","GIL_S_2012","GIL_S","GIL","S",2012,0,0,0,0,0,0.13,0.13,0.38,0.63,0.13,1,1,2.32,1,3,142,150,159,173,181,7.15,6.06666666666667,6.7,6.38333333333333,8.96666666666667,"SR","CD","SR","CD","CD",2,200
"334","GIL_S_2013","GIL_S","GIL","S",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,3,1,2,3,3,137,154,163,181,194,8.88333333333333,8.53333333333333,7.46666666666667,6.38333333333333,6.58333333333333,"SR","AM","CD","AM","CD",2,200
"335","GIL_S_2014","GIL_S","GIL","S",2014,0,0,0,0,0,0.13,0.63,0.13,0.13,0.63,3,2,2,1,1,140,151,164,181,199,6.78333333333333,7.73333333333333,9.1,7.03333333333333,6.3,"CD","CD","CD","CD","CD",1.75,175
"336","GIL_S_2015","GIL_S","GIL","S",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.28333333333333,7.61666666666667,7.76666666666667,7.5,7.31666666666667,"SR","SR","BSV","SR","JJC",1.75,175
"337","GIL_S_2016","GIL_S","GIL","S",2016,0,0,0,0,0,0.38,0.63,0.38,0.38,0.63,2,2,1,2,2,149,163,180,195,213,8.61666666666667,6.2,6.41666666666667,8.48333333333333,8.38333333333333,"SR","JJC","ACW","SBN","JJC",1.75,175
"338","GIL_S_2017","GIL_S","GIL","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.38,2,3,2,2,1,148,161,175,188,201,9,7.31666666666667,6.23333333333333,7.43333333333333,6.66666666666667,"ALL","JD","JJC","JD","JJC",1.75,175
"339","GIL_S_2018","GIL_S","GIL","S",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.13,4,2,4,3,1,146,160,173,189,202,8.26666666666667,8.33333333333333,8.51666666666667,8.43333333333333,6.11666666666667,"SR","JJC","BJE","BJE","TMS",1.75,175
"340","GIL_S_2021","GIL_S","GIL","S",2021,0,0,0,0,0,0.38,0.13,0.63,0.88,0.13,2,2,1,2,1,153,166,178,190,201,8.45,8.91666666666667,8.31666666666667,8.23333333333333,8.51666666666667,"JJC","WPT","JEM","JNA","JEM",1.75,175
"341","GIL_S_2022","GIL_S","GIL","S",2022,0,0,0,0,0,0.63,0.88,0.13,0.88,0.63,2,3,1,1,1,154,168,180,189,198,7.5,7,6.16666666666667,9.16666666666667,7.11666666666667,"JJC","WPT","JJC","HKG","JJC",1.75,175
"342","GIL_S_2023","GIL_S","GIL","S",2023,0,0,0,0,0,0.38,0.13,0.63,0.38,0.13,1,3,3,1,1,155,168,179,190,194,6.26666666666667,6.95,6.55,6.56666666666667,7.05,"WPT","JJC","WPT","HKG","JJC",1.75,175
"343","KLN_C_2009","KLN_C","KLN","C",2009,0,0,0,0,0,0.13,0.13,0.38,0.13,0.63,3,3,3,3,3,134,168,170,182,201,8.43333333333333,8.36666666666667,6.95,9.18333333333333,7.9,"EH","SR","EH","FP","EH",5.96,596
"344","KLN_C_2014","KLN_C","KLN","C",2014,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,2,4,3,2,1,141,152,168,184,200,8.18333333333333,6.76666666666667,6.75,7.11666666666667,6.38333333333333,"CD","SR","CD","CD","ORG",4,400
"345","KLN_C_2017","KLN_C","KLN","C",2017,0,0,0,0,0,0.63,0.13,0.13,0.13,0.13,3,4,1,1,2,152,161,178,189,204,8.81666666666667,7.31666666666667,6.5,6.2,7.93333333333333,"JJC","SR","JJC","ALL","JJC",4,400
"346","KLN_C_2018","KLN_C","KLN","C",2018,0,0,0,0,0,0.13,0.63,0.88,0.13,0.88,3,1,2,1,4,146,161,174,190,199,8.73333333333333,7.95,7.25,6.26666666666667,9.1,"JJC","TMS","SR","TMS","BJE",4,400
"347","KLN_C_2021","KLN_C","KLN","C",2021,0,0,0,0,0,0.13,0.63,0.88,0.38,0.38,2,2,1,1,3,154,165,179,187,199,6.8,8.71666666666667,6.33333333333333,9.4,9.38333333333333,"JEM","JJC","JEM","JNA","JJC",4,400
"348","KLN_C_2023","KLN_C","KLN","C",2023,0,0,0,0,0,0.88,0.13,0.63,0.88,0.88,2,1,2,3,2,158,171,178,189,194,9.95,6.8,6.26666666666667,9.18333333333333,5.98333333333333,"WPT","JJC","JLS","JJC","JLS",4,400
"349","KLN_E_2014","KLN_E","KLN","E",2014,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,2,4,4,2,1,141,152,168,184,200,8.06666666666667,6.63333333333333,6.66666666666667,6.98333333333333,6.25,"CD","SR","CD","CD","ORG",4,400
"350","KLN_E_2015","KLN_E","KLN","E",2015,0,0,0,0,0,0.63,0.13,0.63,0.13,0.63,4,3,4,4,2,145,159,173,195,215,8.78333333333333,5.9,6.56666666666667,6.21666666666667,7.38333333333333,"BSV","SR","SR","SR","SR",4,400
"351","KLN_E_2016","KLN_E","KLN","E",2016,0,0,0,0,0,0.38,0.38,0.38,0.63,0.88,2,2,4,4,1,151,168,179,192,215,6.4,6.83333333333333,7.83333333333333,9.38333333333333,6.3,"SBN","ACW","SR","SBN","JJC",4,400
"352","KLN_E_2017","KLN_E","KLN","E",2017,0,0,0,0,0,0.63,0.13,0.13,0.13,0.13,3,4,1,1,2,152,161,178,189,204,8.66666666666667,7.21666666666667,6.31666666666667,6.05,7.81666666666667,"JJC","SR","JJC","ALL","JJC",4,400
"353","KLN_E_2021","KLN_E","KLN","E",2021,0,0,0,0,0,0.38,0.63,0.88,0.13,0.38,2,2,1,2,3,154,165,179,186,199,6.53333333333333,8.55,6.08333333333333,6.15,9.25,"JEM","JJC","JEM","JNA","JJC",4,400
"354","KLN_E_2022","KLN_E","KLN","E",2022,0,0,0,0,0,0.63,0.13,0.13,0.88,0.38,2,3,3,1,4,156,170,180,190,196,6.2,6.08333333333333,6.86666666666667,6.26666666666667,8.98333333333333,"HKG","WPT","JLS","JJC","JJC",4,400
"355","KLN_E_2023","KLN_E","KLN","E",2023,0,0,0,0,0,0.88,0.13,0.63,0.88,0.88,3,1,2,3,2,158,171,178,189,194,8.86666666666667,6.65,6.01666666666667,9.1,5.83333333333333,"WPT","JJC","JLS","JJC","JLS",4,400
"356","KLN_W_2012","KLN_W","KLN","W",2012,0,0,0,0,0,0.13,0.63,0.38,0.38,0.38,4,3,2,3,3,138,147,160,173,181,9.25,8.86666666666667,6.6,9.51666666666667,9.11666666666667,"SR","CD","CD","SR","CD",3,300
"357","KLN_W_2013","KLN_W","KLN","W",2013,0,0,0,0,0,0.88,0.88,0.38,0.38,0.38,3,1,1,2,4,143,156,168,177,194,6.15,6.3,7.71666666666667,6.78333333333333,8.78333333333333,"CD","AM","SR","AM","CD",3,300
"358","KLN_W_2014","KLN_W","KLN","W",2014,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,2,4,3,2,1,141,152,168,184,200,8.3,6.9,6.88333333333333,7.28333333333333,6.58333333333333,"CD","SR","CD","CD","ORG",3,300
"359","KLN_W_2015","KLN_W","KLN","W",2015,0,0,0,0,0,0.63,0.13,0.63,0.13,0.63,4,3,4,4,2,145,159,173,194,215,9.15,6.15,6.83333333333333,6.51666666666667,7.65,"BSV","SR","SR","SR","SR",3,300
"360","KLN_W_2018","KLN_W","KLN","W",2018,0,0,0,0,0,0.13,0.63,0.88,0.13,0.88,3,2,2,1,4,146,161,174,190,199,8.93333333333333,8.08333333333333,7.4,6.51666666666667,9.3,"JJC","TMS","SR","TMS","BJE",3,300
"361","KLN_W_2021","KLN_W","KLN","W",2021,0,0,0,0,0,0.13,0.63,0.88,0.13,0.38,2,2,1,2,3,154,165,179,186,199,7.08333333333333,8.85,6.5,9.38333333333333,9.46666666666667,"JEM","JJC","JEM","JNA","JJC",2.75,275
"362","KLN_W_2023","KLN_W","KLN","W",2023,0,0,0,0,0,0.88,0.13,0.63,0.88,0.88,2.29,1,2,3,2,158,171,178,189,194,9.6,6.95,6.61666666666667,9.38333333333333,6.13333333333333,"WPT","JJC","JLS","JJC","JLS",2.75,275
"363","KLT_E_2009","KLT_E","KLT","E",2009,0,0,0,0,0,0.38,0.38,0.38,0.63,0.13,1,2,1,2,2,134,174,187,201,203,6.48333333333333,6.41666666666667,6.53333333333333,8.13333333333333,8.01666666666667,"SR","FP","EH","FP","EH",4.94,494
"364","KLT_E_2012","KLT_E","KLT","E",2012,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.53333333333333,6.68333333333333,8.76666666666667,7.95,7.41666666666667,"SR","CD","SR","SR","CD",3,300
"365","KLT_E_2016","KLT_E","KLT","E",2016,0,0,0,0,0,0.38,0.13,0.38,0.38,0.38,2,1,4,4,2,151,165,177,192,210,8.48333333333333,8.51666666666667,6.58333333333333,7.33333333333333,6.6,"SBN","JJC","SR","SBN","ACW",3,300
"366","KLT_E_2023","KLT_E","KLT","E",2023,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,3,2,1,3,1,154,172,178,191,194,6.71666666666667,6.8,8,8.06666666666667,6.4,"WPT","JJC","HKG","JLS","JLS",3,300
"367","KLT_S_2007","KLT_S","KLT","S",2007,0,0,0,0,0,0.63,0.88,0.13,0.13,0.13,3,3,2,2,1,142,150,159,166,177,7.53333333333333,6.25,6.5,8.26666666666667,7.26666666666667,"FP","JF","CB","CW","JF",5.65,565
"368","KLT_S_2009","KLT_S","KLT","S",2009,0,0,0,0,0,0.38,0.13,0.38,0.38,0.13,2,2,1,3,2,134,168,187,201,203,7.33333333333333,7.43333333333333,7.48333333333333,7.7,8.7,"SR","SR","EH","FP","EH",5.65,565
"369","KLT_S_2012","KLT_S","KLT","S",2012,0,0,0,0,0,0.38,0.63,0.13,0.38,0.63,4,3,3,2,1,138,147,157,173,181,8.33333333333333,7.68333333333333,9.58333333333333,8.75,8.33333333333333,"SR","CD","SR","SR","CD",3,300
"370","KLT_S_2016","KLT_S","KLT","S",2016,0,0,0,0,0,0.13,0.13,0.38,0.63,0.38,2,1,3,3,2,151,165,177,192,210,9.51666666666667,9.85,7.3,8.61666666666667,8.55,"SBN","JJC","SR","SBN","ACW",3,300
"371","KLT_S_2023","KLT_S","KLT","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.13,0.13,3,3,1,3,1,154,172,178,191,194,7.95,7.58333333333333,9.26666666666667,8.95,7.45,"WPT","JJC","HKG","JLS","HKG",3,300
"372","KLT_W_2009","KLT_W","KLT","W",2009,0,0,0,0,0,0.38,0.38,0.38,0.38,0.13,2,2,1,2,2,134,174,187,201,203,6.35,6.26666666666667,6.35,8.3,7.95,"SR","FP","EH","FP","EH",6.76,676
"373","KLT_W_2012","KLT_W","KLT","W",2012,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.38333333333333,6.53333333333333,8.65,7.85,7.31666666666667,"SR","CD","SR","SR","CD",6,600
"374","KLT_W_2016","KLT_W","KLT","W",2016,0,0,0,0,0,0.38,0.13,0.38,0.38,0.38,3,1,3,2,2,151,165,177,192,210,8.26666666666667,8.38333333333333,6.46666666666667,7.06666666666667,6.3,"SBN","JJC","SR","SBN","ACW",6,600
"375","KLT_W_2023","KLT_W","KLT","W",2023,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,3,1,1,3,1,154,172,178,191,194,6.53333333333333,6.65,7.8,7.9,6.16666666666667,"WPT","JJC","HKG","JLS","HKG",6,600
"376","LTR_C_2009","LTR_C","LTR","C",2009,0,0,0,0,0,0.13,0.13,0.88,0.13,0.88,1,1,3,1,4,155,160,167,188,190,8.41666666666667,6.68333333333333,6.66666666666667,7.9,8.13333333333333,"SR","EH","SR","EH","SR",5.97,597
"377","LTR_C_2012","LTR_C","LTR","C",2012,0,0,0,0,0,0.88,0.38,0.13,0.13,0.38,5,4,2,4,4,141,148,159,171,178,6.35,8.7,6.36666666666667,6.55,6.66666666666667,"CD","SR","CD","SR","CD",5,500
"378","LTR_C_2013","LTR_C","LTR","C",2013,0,0,0,0,0,0.88,0.13,0.88,0.38,0.88,2.29,1,1,1,2,143,154,163,178,189,7.1,6.96666666666667,6.21666666666667,6.63333333333333,8.16666666666667,"SR","AM","CD","CD","AM",5,500
"379","LTR_C_2014","LTR_C","LTR","C",2014,0,0,0,0,0,0.13,0.63,0.88,0.88,0.13,2,1,3,2,1,137,151,163,181,198,6.5,6.1,6.1,5.95,6.35,"CD","CD","CD","CD","CD",5,500
"380","LTR_C_2015","LTR_C","LTR","C",2015,0,0,0,0,0,0.88,0.63,0.13,0.63,0.38,3,3,3,4,2,149,157,174,194,214,9.75,6.51666666666667,8.68333333333333,8.4,7.23333333333333,"BSV","SR","BSV","SR","BSV",5,500
"381","LTR_C_2016","LTR_C","LTR","C",2016,0,0,0,0,0,0.13,0.38,0.38,0.38,0.38,2,1,1,2,2,149,164,180,195,213,7.33333333333333,6.21666666666667,8.16666666666667,6.05,6.48333333333333,"SR","JJC","ACW","SBN","JJC",5,500
"382","LTR_C_2018","LTR_C","LTR","C",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.63,1,4,5,1,2,146,160,173,189,199,7.9,6.65,6.3,7.76666666666667,6.28333333333333,"TMS","SR","BJE","TMS","JJC",5,500
"383","LTR_C_2023","LTR_C","LTR","C",2023,0,0,0,0,0,0.88,0.63,0.38,0.88,0.38,2,2,2,4,3,158,168,178,189,200,7.15,8.66666666666667,6.16666666666667,6.48333333333333,6.46666666666667,"WPT","JJC","WPT","HKG","JLS",5,500
"384","LTR_E_2007","LTR_E","LTR","E",2007,0,0,0,0,0,0.13,0.38,0.13,0.13,0.13,2,3,3,2,3,141,148,155,165,177,8.7,8.43333333333333,6.06666666666667,7.21666666666667,8.98333333333333,"JF","JF","JF","CW","FP",6.36,636
"385","LTR_E_2008","LTR_E","LTR","E",2008,0,0,0,0,0,0.63,0.63,0.13,0.38,0.88,3,2,1,2,2,131,136,142,149,160,9.33333333333333,8.36666666666667,7.76666666666667,7.41666666666667,8.18333333333333,"JF","JF","SR","FP","CW",6.36,636
"386","LTR_E_2009","LTR_E","LTR","E",2009,0,0,0,0,0,0.13,0.13,0.88,0.13,0.88,1,1,3,1,4,155,160,167,188,190,8.56666666666667,7.88333333333333,7.58333333333333,8.65,8.35,"SR","EH","SR","EH","SR",6.36,636
"387","LTR_E_2012","LTR_E","LTR","E",2012,0,0,0,0,0,0.88,0.38,0.38,0.13,0.13,4,4,2,4,4,141,148,159,171,178,7.26666666666667,8.7,7.36666666666667,7.65,7.53333333333333,"CD","SR","CD","SR","CD",6,600
"388","LTR_E_2014","LTR_E","LTR","E",2014,0,0,0,0,0,0.13,0.63,0.88,0.63,0.13,2,1,3,3,1,137,151,163,181,198,7.26666666666667,7.33333333333333,6.78333333333333,6.75,7.13333333333333,"CD","CD","CD","CD","CD",6,600
"389","LTR_E_2015","LTR_E","LTR","E",2015,0,0,0,0,0,0.88,0.63,0.13,0.13,0.38,3,2,3,4,2,149,157,174,195,214,9.85,7.13333333333333,9.43333333333333,7.56666666666667,7.93333333333333,"SBN","SR","BSV","SR","BSV",6,600
"390","LTR_E_2016","LTR_E","LTR","E",2016,0,0,0,0,0,0.13,0.38,0.38,0.38,0.38,2,1,1,3,2,149,164,180,195,213,8.11666666666667,7.56666666666667,9.33333333333333,7.18333333333333,7.36666666666667,"SR","JJC","ACW","SBN","JJC",6,600
"391","LTR_E_2017","LTR_E","LTR","E",2017,0,0,0,0,0,0.88,0.13,0.13,0.13,0.13,1,3,2,3,1,147,161,175,190,204,8.5,6.65,8.73333333333333,8.76666666666667,9.26666666666667,"ALL","JD","JJC","JD","JD",6,600
"392","LTR_E_2018","LTR_E","LTR","E",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.63,1,4,4,1,1,126,160,173,189,199,8.71666666666667,7.26666666666667,7.06666666666667,8.5,7.1,"TMS","SR","BJE","TMS","JJC",6,600
"393","LTR_E_2021","LTR_E","LTR","E",2021,0,0,0,0,0,0.38,0.13,0.63,0.88,0.13,1,2,1,3,1,153,166,178,192,201,7.31666666666667,7.96666666666667,7.21666666666667,9.06666666666667,7.83333333333333,"JJC","WPT","JEM","JNA","JEM",6,600
"394","LTR_E_2022","LTR_E","LTR","E",2022,NA,0,0,0,0,0.36,0.63,0.38,0.13,0.88,2.29,1,2,3,2,147.14,166,180,191,198,7.72,6.98333333333333,7.2,7.6,9.1,NA,"JJC","HKG","JLS","JJC",6,600
"395","LTR_E_2023","LTR_E","LTR","E",2023,0,0,0,0,0,0.88,0.63,0.63,0.88,0.38,2,2,2,2,3,158,168,178,189,200,7.61666666666667,9.31666666666667,7.48333333333333,7.75,7.51666666666667,"WPT","JJC","WPT","HKG","JLS",6,600
"396","LTR_W_2012","LTR_W","LTR","W",2012,0,0,0,0,0,0.88,0.38,0.13,0.13,0.38,4,4,2,5,4,141,148,159,171,178,6.46666666666667,7.93333333333333,6.46666666666667,6.71666666666667,6.85,"CD","SR","CD","SR","CD",6,600
"397","LTR_W_2013","LTR_W","LTR","W",2013,0,0,0,0,0,0.88,0.13,0.88,0.38,0.88,3,1,1,1,2,143,154,163,178,189,7.2,7.15,6.35,6.75,8.3,"SR","AM","CD","CD","AM",6,600
"398","LTR_W_2014","LTR_W","LTR","W",2014,0,0,0,0,0,0.13,0.63,0.88,0.88,0.13,1,1,3,2,1,137,151,163,181,198,6.6,6.26666666666667,6.21666666666667,6.06666666666667,6.43333333333333,"CD","CD","CD","CD","CD",6,600
"399","LTR_W_2015","LTR_W","LTR","W",2015,0,0,0,0,0,0.88,0.63,0.13,0.88,0.38,3,2,3,4,2,149,157,174,194,214,9.9,6.63333333333333,8.86666666666667,8.51666666666667,7.38333333333333,"BSV","SR","BSV","SR","BSV",6,600
"400","LTR_W_2018","LTR_W","LTR","W",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.63,2,4,4,2,2,146,160,173,189,199,8.06666666666667,6.83333333333333,6.48333333333333,7.95,6.41666666666667,"TMS","SR","BJE","TMS","JJC",6,600
"401","LTR_W_2021","LTR_W","LTR","W",2021,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,2,2,1,3,1,153,166,178,192,201,6.26666666666667,6.18333333333333,6.26666666666667,8.55,6.6,"JJC","WPT","JEM","JNA","JEM",6,600
"402","LTR_W_2023","LTR_W","LTR","W",2023,0,0,0,0,0,0.88,0.63,0.38,0.88,0.38,2,2,2,2,3,158,168,178,189,200,6.41666666666667,9.83333333333333,6.48333333333333,6.7,6.76666666666667,"WPT","JJC","WPT","HKG","JLS",6,600
"403","PAW_E_2008","PAW_E","PAW","E",2008,0,0,0,0,0,0.13,0.38,0.63,0.88,0.88,2,5,3,3,1,135,141,146,157,165,8.03333333333333,6.96666666666667,6.61666666666667,9.25,7.95,"CW","JF","CW","SR","CW",4.5,449.85
"404","PAW_E_2010","PAW_E","PAW","E",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.63,1,1,3,3,3,145,152,181,190,196,7.3,7.28333333333333,8.71666666666667,7.21666666666667,7.61666666666667,"SR","SR","SR","SR","SR",3,300
"405","PAW_E_2012","PAW_E","PAW","E",2012,0,0,0,0,0,0.88,0.13,0.38,0.38,0.13,4,2,2,2,3,143,151,160,167,180,8.9,7.53333333333333,9.33333333333333,9.05,7.48333333333333,"CD","SR","CD","SR","CD",3,300
"406","PAW_E_2013","PAW_E","PAW","E",2013,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,4,3,2,3,1,148,157,168,180,195,8.71666666666667,9.05,7.31666666666667,7.83333333333333,8.03333333333333,"SR","SR","CD","CD","AM",3,300
"407","PAW_E_2016","PAW_E","PAW","E",2016,0,0,0,0,0,0.38,0.13,0.38,0.13,0.38,4,1,1,3,2,152,167,179,192,217,9.25,7.93333333333333,8.88333333333333,8.58333333333333,8.61666666666667,"SBN","JJC","SBN","SR","ACW",3,300
"408","PAW_E_2017","PAW_E","PAW","E",2017,0,0,0,0,0,0.13,0.13,0.13,0.38,0.38,1,2,2,3,1,151,160,176,188,203,7.61666666666667,7.38333333333333,8.91666666666667,8.93333333333333,9.43333333333333,"JJC","ALL","JD","ALL","JJC",3,300
"409","PAW_E_2018","PAW_E","PAW","E",2018,0,0,0,0,0,0.13,0.13,0.88,0.13,0.13,1,1,3,1,3,147,159,173,188,201,7.58333333333333,8.26666666666667,8.26666666666667,7.13333333333333,7.68333333333333,"JJC","BJE","TMS","TMS","JJC",3,300
"410","PAW_S_2008","PAW_S","PAW","S",2008,0,0,0,0,0,0.13,0.38,0.63,0.88,0.88,2,5,3,2,2,135,141,146,157,165,7.66666666666667,6.81666666666667,6.28333333333333,8.9,7.73333333333333,"CW","CW","CW","SR","SR",4.09,409.16
"411","PAW_S_2010","PAW_S","PAW","S",2010,0,0,0,0,0,0.38,0.38,0.13,0.13,0.63,1,1,3,4,3,145,152,181,190,196,6.81666666666667,6.86666666666667,8.18333333333333,6.78333333333333,7.13333333333333,"SR","SR","SR","SR","SR",3,300
