"","past_pat_year_visit","Tot_Abund","Obl_Abund","Obl_Fac_Abund","Tot_Rich","Obl_Rich","Obl_Fac_Rich","past_pat_year","observer","start_time","clouds","wind","precipitation","cattle_interference","julian_date","year","pasture_id","patch_id","visit","area_surveyed","transect_length"
"2462","RIN_E_2007_3",5,2,4,5,2,4,"RIN_E_2007","FP",6.33333333333333,"Clear","0-1","None",FALSE,165,2007,"RIN","E","3",2.25,224.96
"2463","RIN_E_2007_4",4,NA,3,3,NA,2,"RIN_E_2007","JF",9.43333333333333,"Clear","0-1","None",FALSE,176,2007,"RIN","E","4",2.25,224.96
"2464","RIN_E_2007_5",7,2,6,5,1,4,"RIN_E_2007","FP",7.56666666666667,"Clear","1-3","None",FALSE,186,2007,"RIN","E","5",2.25,224.96
"2465","RIN_E_2008_1",2,NA,2,2,NA,2,"RIN_E_2008","JF",9.48333333333333,"Clear","8-12","None",FALSE,133,2008,"RIN","E","1",2.25,224.96
"2466","RIN_E_2008_2",3,1,3,3,1,3,"RIN_E_2008","SR",6.93333333333333,"P. Cloudy","8-12","None",FALSE,140,2008,"RIN","E","2",2.25,224.96
"2467","RIN_E_2008_3",3,2,3,3,2,3,"RIN_E_2008","SR",9.8,"Clear","1-3","None",FALSE,142,2008,"RIN","E","3",2.25,224.96
"2468","RIN_E_2008_4",3,1,3,3,1,3,"RIN_E_2008","FP",8.3,"P. Cloudy","8-12","None",FALSE,150,2008,"RIN","E","4",2.25,224.96
"2469","RIN_E_2008_5",6,NA,3,4,NA,2,"RIN_E_2008","CW",8.7,"Overcast","4-7","None",FALSE,160,2008,"RIN","E","5",2.25,224.96
"2470","RIN_E_2009_0",1,NA,1,1,NA,1,"RIN_E_2009","EH",9.01666666666667,"Clear","0-1","None",FALSE,169,2009,"RIN","E","0",2.25,224.96
"2471","RIN_E_2009_1",2,NA,1,2,NA,1,"RIN_E_2009","SR",7.06666666666667,"P. Cloudy","0-1","None",FALSE,155,2009,"RIN","E","1",2.25,224.96
"2472","RIN_E_2009_2",3,NA,1,3,NA,1,"RIN_E_2009","SR",7.1,"Clear","0-1","None",FALSE,160,2009,"RIN","E","2",2.25,224.96
"2473","RIN_E_2009_3",1,1,1,1,1,1,"RIN_E_2009","SR",9.9,"Overcast","1-3","None",FALSE,167,2009,"RIN","E","3",2.25,224.96
"2474","RIN_E_2009_4",2,1,2,2,1,2,"RIN_E_2009","FP",8.08333333333333,"Clear","0-1","None",FALSE,183,2009,"RIN","E","4",2.25,224.96
"2475","RIN_E_2009_5",1,NA,1,1,NA,1,"RIN_E_2009","EH",9.63333333333333,"Clear","0-1","None",FALSE,188,2009,"RIN","E","5",2.25,224.96
"2476","RIN_E_2010_2",2,NA,1,2,NA,1,"RIN_E_2010","SR",8.8,"P. Cloudy","4-7","None",FALSE,152,2010,"RIN","E","2",3,300
"2477","RIN_E_2010_3",4,NA,3,4,NA,3,"RIN_E_2010","SR",8.7,"Clear","4-7","None",FALSE,160,2010,"RIN","E","3",3,300
"2478","RIN_E_2010_4",5,2,4,4,1,3,"RIN_E_2010","SR",7.38333333333333,"Clear","4-7","None",FALSE,181,2010,"RIN","E","4",3,300
"2479","RIN_E_2010_5",7,2,5,5,1,3,"RIN_E_2010","TL",8.95,"P. Cloudy","4-7","None",FALSE,189,2010,"RIN","E","5",3,300
"2480","RIN_E_2011_1",4,2,3,3,2,3,"RIN_E_2011","CP",7.8,"Clear","1-3","None",FALSE,143,2011,"RIN","E","1",3,300
"2481","RIN_E_2011_2",2,1,1,2,1,1,"RIN_E_2011","SR",7.26666666666667,"Clear","4-7","None",FALSE,152,2011,"RIN","E","2",3,300
"2482","RIN_E_2011_3",2,NA,1,2,NA,1,"RIN_E_2011","SR",8.15,"Clear","4-7","None",FALSE,157,2011,"RIN","E","3",3,300
"2483","RIN_E_2011_4",5,1,1,2,1,1,"RIN_E_2011","CP",8.16666666666667,"P. Cloudy","1-3","None",FALSE,167,2011,"RIN","E","4",3,300
"2484","RIN_E_2011_5",4,4,4,2,2,2,"RIN_E_2011","SR",9.25,"Clear","4-7","None",FALSE,179,2011,"RIN","E","5",3,300
"2485","RIN_E_2012_1",2,NA,2,1,NA,1,"RIN_E_2012","CD",8.56666666666667,"P. Cloudy","4-7","None",FALSE,139,2012,"RIN","E","1",3,300
"2486","RIN_E_2012_2",1,NA,1,1,NA,1,"RIN_E_2012","SR",6.78333333333333,"M. Cloudy","1-3","Showers/Intermittent",FALSE,145,2012,"RIN","E","2",3,300
"2487","RIN_E_2012_3",3,1,3,3,1,3,"RIN_E_2012","CD",9.3,"Clear","4-7","None",FALSE,157,2012,"RIN","E","3",3,300
"2488","RIN_E_2012_4",1,NA,1,1,NA,1,"RIN_E_2012","SR",8.3,"Clear","8-12","None",FALSE,171,2012,"RIN","E","4",3,300
"2489","RIN_E_2012_5",14,3,14,5,2,5,"RIN_E_2012","CD",8.5,"M. Cloudy","8-12","None",FALSE,178,2012,"RIN","E","5",3,300
"2490","RIN_E_2013_1",2,NA,1,2,NA,1,"RIN_E_2013","SR",7.21666666666667,"Clear","1-3","None",FALSE,137,2013,"RIN","E","1",3,300
"2491","RIN_E_2013_2",5,1,3,5,1,3,"RIN_E_2013","CD",9,"Overcast","0-1","None",FALSE,156,2013,"RIN","E","2",3,300
"2492","RIN_E_2013_3",10,4,9,7,3,6,"RIN_E_2013","AM",9.08333333333333,"Overcast","0-1","None",FALSE,168,2013,"RIN","E","3",3,300
"2493","RIN_E_2013_4",15,5,13,9,3,7,"RIN_E_2013","AM",8.23333333333333,"Clear","4-7","None",FALSE,177,2013,"RIN","E","4",3,300
"2494","RIN_E_2013_5",10,3,8,6,2,4,"RIN_E_2013","AM",9.76666666666667,"Overcast","4-7","None",FALSE,189,2013,"RIN","E","5",3,300
"2495","RIN_E_2014_1",10,4,8,5,3,5,"RIN_E_2014","ORG",8.46666666666667,"Clear","1-3","None",FALSE,164,2014,"RIN","E","1",3,300
"2496","RIN_E_2015_1",9,2,5,5,1,3,"RIN_E_2015","BSV",8.25,"P. Cloudy","1-3","None",FALSE,142,2015,"RIN","E","1",3,300
"2497","RIN_E_2015_2",5,NA,4,4,NA,3,"RIN_E_2015","BSV",9.05,"Overcast","8-12","None",FALSE,157,2015,"RIN","E","2",3,300
"2498","RIN_E_2015_3",3,2,3,3,2,3,"RIN_E_2015","SR",9.25,"Clear","8-12","None",FALSE,171,2015,"RIN","E","3",3,300
"2499","RIN_E_2015_4",9,1,7,5,1,4,"RIN_E_2015","BSV",6.61666666666667,"P. Cloudy","1-3","None",FALSE,194,2015,"RIN","E","4",3,300
"2500","RIN_E_2015_5",8,4,8,4,2,4,"RIN_E_2015","JJC",6.96666666666667,"P. Cloudy","0-1","None",FALSE,214,2015,"RIN","E","5",3,300
"2501","RIN_E_2016_1",4,2,4,4,2,4,"RIN_E_2016","JJC",8.68333333333333,"P. Cloudy","4-7","None",FALSE,152,2016,"RIN","E","1",3,300
"2502","RIN_E_2016_2",4,1,4,3,1,3,"RIN_E_2016","SR",6.88333333333333,"M. Cloudy","8-12","None",FALSE,163,2016,"RIN","E","2",3,300
"2503","RIN_E_2016_3",9,1,5,5,1,4,"RIN_E_2016","SBN",9.11666666666667,"P. Cloudy","8-12","None",FALSE,177,2016,"RIN","E","3",3,300
"2504","RIN_E_2016_4",6,2,4,4,2,4,"RIN_E_2016","SR",7.36666666666667,"Clear","4-7","None",FALSE,197,2016,"RIN","E","4",3,300
"2505","RIN_E_2016_5",9,3,9,6,3,6,"RIN_E_2016","ACW",8.53333333333333,"M. Cloudy","0-1","None",FALSE,211,2016,"RIN","E","5",3,300
"2506","RIN_E_2017_1",7,1,5,4,1,3,"RIN_E_2017","ALL",8.88333333333333,"Clear","0-1","None",FALSE,150,2017,"RIN","E","1",3,300
"2507","RIN_E_2017_2",7,1,5,5,1,4,"RIN_E_2017","JJC",6.16666666666667,"Clear","4-7","None",FALSE,161,2017,"RIN","E","2",3,300
"2508","RIN_E_2017_3",13,2,11,6,1,5,"RIN_E_2017","JD",6.95,"P. Cloudy","4-7","None",FALSE,174,2017,"RIN","E","3",3,300
"2509","RIN_E_2017_4",17,7,14,10,2,7,"RIN_E_2017","JD",6.48333333333333,"Clear","0-1","None",FALSE,190,2017,"RIN","E","4",3,300
"2510","RIN_E_2017_5",22,3,17,7,2,6,"RIN_E_2017","JJC",7.9,"Clear","4-7","None",FALSE,206,2017,"RIN","E","5",3,300
"2511","RIN_E_2018_1",10,2,9,4,1,3,"RIN_E_2018","TMS",9.11666666666667,"P. Cloudy","4-7","None",FALSE,145,2018,"RIN","E","1",3,300
"2512","RIN_E_2018_2",14,3,11,9,3,6,"RIN_E_2018","JJC",7.6,"P. Cloudy","0-1","None",FALSE,163,2018,"RIN","E","2",3,300
"2513","RIN_E_2018_3",21,4,16,7,2,4,"RIN_E_2018","BJE",9.5,"Overcast","8-12","None",FALSE,178,2018,"RIN","E","3",3,300
"2514","RIN_E_2018_4",15,4,13,6,2,5,"RIN_E_2018","JJC",7.16666666666667,"Clear","0-1","None",FALSE,189,2018,"RIN","E","4",3,300
"2515","RIN_E_2018_5",16,2,9,8,1,5,"RIN_E_2018","JJC",9.01666666666667,"Clear","8-12","None",FALSE,202,2018,"RIN","E","5",3,300
"2516","RIN_E_2021_1",9,NA,5,5,NA,3,"RIN_E_2021","JJC",7.36666666666667,"M. Cloudy","0-1","None",FALSE,150,2021,"RIN","E","1",3,300
"2517","RIN_E_2021_2",7,2,3,3,1,2,"RIN_E_2021","JEM",9.15,"Clear","0-1","None",FALSE,166,2021,"RIN","E","2",3,300
"2518","RIN_E_2021_3",15,3,13,5,1,4,"RIN_E_2021","HKG",7.53333333333333,"M. Cloudy","0-1","None",FALSE,178,2021,"RIN","E","3",3,300
"2519","RIN_E_2021_4",13,NA,10,4,NA,2,"RIN_E_2021","JNA",7.08333333333333,"M. Cloudy","0-1","None",FALSE,193,2021,"RIN","E","4",3,300
"2520","RIN_E_2021_5",15,6,13,6,1,5,"RIN_E_2021","JEM",8.5,"Clear","0-1","None",FALSE,200,2021,"RIN","E","5",3,300
"2521","RIN_E_2022_1",6,1,5,5,1,4,"RIN_E_2022","HKG",9.7,"P. Cloudy","1-3","None",FALSE,154,2022,"RIN","E","1",3,300
"2522","RIN_E_2022_2",13,2,12,7,2,6,"RIN_E_2022","JLS",9,"M. Cloudy","4-7","None",FALSE,166,2022,"RIN","E","2",3,300
"2523","RIN_E_2022_3",13,4,12,8,3,7,"RIN_E_2022","WPT",7.78333333333333,"M. Cloudy","1-3","None",FALSE,177,2022,"RIN","E","3",3,300
"2524","RIN_E_2022_4",27,3,26,8,2,7,"RIN_E_2022","NGP",6.71666666666667,"Clear","1-3","None",FALSE,190,2022,"RIN","E","4",3,300
"2525","RIN_E_2022_5",16,2,11,9,2,6,"RIN_E_2022","HKG",8.98333333333333,"Overcast","0-1","None",FALSE,198,2022,"RIN","E","5",3,300
"2526","RIN_E_2023_1",6,1,5,4,1,3,"RIN_E_2023","JJC",9.78333333333333,"M. Cloudy","0-1","None",FALSE,158,2023,"RIN","E","1",3,300
"2527","RIN_E_2023_2",15,1,13,7,1,5,"RIN_E_2023","WPT",9.31666666666667,"Clear","1-3","None",FALSE,170,2023,"RIN","E","2",3,300
"2528","RIN_E_2023_3",4,NA,3,4,NA,3,"RIN_E_2023","JJC",6.95,"M. Cloudy","4-7","None",FALSE,179,2023,"RIN","E","3",3,300
"2529","RIN_E_2023_4",8,1,6,5,1,4,"RIN_E_2023","HKG",8.65,"P. Cloudy","0-1","None",FALSE,190,2023,"RIN","E","4",3,300
"2530","RIN_E_2023_5",4,NA,3,4,NA,3,"RIN_E_2023","JJC",9.65,"Clear","1-3","None",FALSE,194,2023,"RIN","E","5",3,300
"2531","RIN_S_2007_0",1,1,1,1,1,1,"RIN_S_2007","CW",7.71666666666667,"M. Cloudy","4-7","None",FALSE,143,2007,"RIN","S","0",1.62,161.97
"2532","RIN_S_2007_1",4,2,4,3,1,3,"RIN_S_2007","CW",8.9,"M. Cloudy","0-1","None",FALSE,148,2007,"RIN","S","1",1.62,161.97
"2533","RIN_S_2007_3",2,2,2,1,1,1,"RIN_S_2007","FP",6.85,"Clear","0-1","None",FALSE,165,2007,"RIN","S","3",1.62,161.97
"2534","RIN_S_2007_4",1,1,1,1,1,1,"RIN_S_2007","JF",9.15,"Clear","0-1","None",FALSE,176,2007,"RIN","S","4",1.62,161.97
"2535","RIN_S_2008_2",1,1,1,1,1,1,"RIN_S_2008","SR",6.63333333333333,"M. Cloudy","8-12","None",FALSE,140,2008,"RIN","S","2",1.62,161.97
"2536","RIN_S_2008_3",1,NA,1,1,NA,1,"RIN_S_2008","SR",9.5,"Clear","1-3","None",FALSE,142,2008,"RIN","S","3",1.62,161.97
"2537","RIN_S_2008_4",3,2,3,3,2,3,"RIN_S_2008","FP",7.98333333333333,"P. Cloudy","4-7","None",FALSE,150,2008,"RIN","S","4",1.62,161.97
"2538","RIN_S_2008_5",1,1,1,1,1,1,"RIN_S_2008","SR",8.68333333333333,"Overcast","1-3","None",FALSE,161,2008,"RIN","S","5",1.62,161.97
"2539","RIN_S_2009_1",1,1,1,1,1,1,"RIN_S_2009","SR",6.68333333333333,"P. Cloudy","0-1","None",FALSE,155,2009,"RIN","S","1",1.62,161.97
"2540","RIN_S_2009_2",1,NA,1,1,NA,1,"RIN_S_2009","SR",6.81666666666667,"Clear","0-1","None",FALSE,160,2009,"RIN","S","2",1.62,161.97
"2541","RIN_S_2009_4",2,NA,2,1,NA,1,"RIN_S_2009","FP",7.78333333333333,"Clear","0-1","None",FALSE,183,2009,"RIN","S","4",1.62,161.97
"2542","RIN_S_2010_2",1,1,1,1,1,1,"RIN_S_2010","SR",8.46666666666667,"P. Cloudy","4-7","None",FALSE,152,2010,"RIN","S","2",1,100
"2543","RIN_S_2010_3",1,NA,1,1,NA,1,"RIN_S_2010","SR",8.41666666666667,"Clear","4-7","None",FALSE,160,2010,"RIN","S","3",1,100
"2544","RIN_S_2010_4",2,NA,2,1,NA,1,"RIN_S_2010","SR",7.03333333333333,"Clear","4-7","None",FALSE,181,2010,"RIN","S","4",1,100
"2545","RIN_S_2010_5",2,1,2,2,1,2,"RIN_S_2010","TL",8.46666666666667,"P. Cloudy","4-7","None",FALSE,189,2010,"RIN","S","5",1,100
"2546","RIN_S_2011_1",1,1,1,1,1,1,"RIN_S_2011","CP",7.51666666666667,"Clear","4-7","None",FALSE,143,2011,"RIN","S","1",1,100
"2547","RIN_S_2011_3",1,1,1,1,1,1,"RIN_S_2011","SR",7.86666666666667,"Clear","4-7","None",FALSE,157,2011,"RIN","S","3",1,100
"2548","RIN_S_2011_4",2,2,2,1,1,1,"RIN_S_2011","CP",7.96666666666667,"P. Cloudy","0-1","None",FALSE,167,2011,"RIN","S","4",1,100
"2549","RIN_S_2012_1",2,1,1,2,1,1,"RIN_S_2012","CD",8.33333333333333,"P. Cloudy","4-7","None",FALSE,139,2012,"RIN","S","1",1,100
"2550","RIN_S_2012_5",5,1,4,3,1,2,"RIN_S_2012","CD",8.2,"M. Cloudy","4-7","None",FALSE,178,2012,"RIN","S","5",1,100
"2551","RIN_S_2013_1",5,4,5,3,2,3,"RIN_S_2013","SR",6.93333333333333,"Clear","1-3","None",FALSE,137,2013,"RIN","S","1",1,100
"2552","RIN_S_2013_2",5,1,4,4,1,3,"RIN_S_2013","CD",8.71666666666667,"Overcast","1-3","None",FALSE,156,2013,"RIN","S","2",1,100
"2553","RIN_S_2013_3",5,3,5,3,1,3,"RIN_S_2013","AM",8.66666666666667,"Overcast","0-1","None",FALSE,168,2013,"RIN","S","3",1,100
"2554","RIN_S_2013_4",4,4,4,2,2,2,"RIN_S_2013","AM",7.83333333333333,"Clear","1-3","None",FALSE,177,2013,"RIN","S","4",1,100
"2555","RIN_S_2013_5",3,3,3,1,1,1,"RIN_S_2013","AM",9.46666666666667,"M. Cloudy","4-7","None",FALSE,189,2013,"RIN","S","5",1,100
"2556","RIN_S_2014_1",2,2,2,2,2,2,"RIN_S_2014","ORG",8.01666666666667,"Clear","1-3","None",FALSE,164,2014,"RIN","S","1",1,100
"2557","RIN_S_2015_0",1,1,1,1,1,1,"RIN_S_2015","BSV",9.2,"Overcast","4-7","Drizzle/Mist",FALSE,143,2015,"RIN","S","0",1,100
"2558","RIN_S_2015_2",4,1,3,4,1,3,"RIN_S_2015","BSV",8.75,"Overcast","1-3","None",FALSE,157,2015,"RIN","S","2",1,100
"2559","RIN_S_2015_3",3,NA,3,2,NA,2,"RIN_S_2015","SR",9,"Clear","8-12","None",FALSE,171,2015,"RIN","S","3",1,100
"2560","RIN_S_2015_5",1,NA,1,1,NA,1,"RIN_S_2015","JJC",6.56666666666667,"P. Cloudy","0-1","None",FALSE,214,2015,"RIN","S","5",1,100
"2561","RIN_S_2016_3",2,1,2,2,1,2,"RIN_S_2016","SBN",8.71666666666667,"P. Cloudy","4-7","None",FALSE,177,2016,"RIN","S","3",1,100
"2562","RIN_S_2016_4",1,1,1,1,1,1,"RIN_S_2016","SR",7.03333333333333,"Clear","1-3","None",FALSE,197,2016,"RIN","S","4",1,100
"2563","RIN_S_2016_5",2,1,2,2,1,2,"RIN_S_2016","ACW",8.06666666666667,"M. Cloudy","0-1","None",FALSE,211,2016,"RIN","S","5",1,100
"2564","RIN_S_2017_1",1,1,1,1,1,1,"RIN_S_2017","ALL",8.46666666666667,"Clear","0-1","None",FALSE,150,2017,"RIN","S","1",1,100
"2565","RIN_S_2017_2",3,NA,1,2,NA,1,"RIN_S_2017","JJC",5.86666666666667,"Clear","1-3","None",FALSE,161,2017,"RIN","S","2",1,100
"2566","RIN_S_2017_4",4,1,2,3,1,2,"RIN_S_2017","JD",6,"Clear","0-1","None",FALSE,190,2017,"RIN","S","4",1,100
"2567","RIN_S_2017_5",4,1,4,2,1,2,"RIN_S_2017","JJC",7.63333333333333,"Clear","1-3","None",FALSE,206,2017,"RIN","S","5",1,100
"2568","RIN_S_2018_1",4,2,2,2,1,1,"RIN_S_2018","TMS",8.8,"P. Cloudy","4-7","None",FALSE,145,2018,"RIN","S","1",1,100
"2569","RIN_S_2018_2",3,3,3,2,2,2,"RIN_S_2018","JJC",7.26666666666667,"M. Cloudy","0-1","None",FALSE,163,2018,"RIN","S","2",1,100
"2570","RIN_S_2018_3",4,2,3,3,2,3,"RIN_S_2018","BJE",9.16666666666667,"Overcast","8-12","None",FALSE,173,2018,"RIN","S","3",1,100
"2571","RIN_S_2018_4",3,3,3,2,2,2,"RIN_S_2018","JJC",6.65,"Clear","0-1","None",FALSE,189,2018,"RIN","S","4",1,100
"2572","RIN_S_2018_5",3,3,3,2,2,2,"RIN_S_2018","JJC",8.71666666666667,"Clear","1-3","None",FALSE,202,2018,"RIN","S","5",1,100
"2573","RIN_S_2021_1",1,1,1,1,1,1,"RIN_S_2021","JJC",6.6,"M. Cloudy","0-1","None",FALSE,150,2021,"RIN","S","1",1,100
"2574","RIN_S_2021_2",2,2,2,2,2,2,"RIN_S_2021","JEM",8.73333333333333,"Clear","0-1","None",FALSE,166,2021,"RIN","S","2",1,100
"2575","RIN_S_2021_3",3,3,3,1,1,1,"RIN_S_2021","HKG",7.13333333333333,"M. Cloudy","0-1","None",FALSE,178,2021,"RIN","S","3",1,100
"2576","RIN_S_2021_5",1,1,1,1,1,1,"RIN_S_2021","JEM",8.06666666666667,"Clear","0-1","None",FALSE,200,2021,"RIN","S","5",1,100
"2577","RIN_S_2022_1",1,1,1,1,1,1,"RIN_S_2022","HKG",9.31666666666667,"P. Cloudy","1-3","None",FALSE,154,2022,"RIN","S","1",1,100
"2578","RIN_S_2022_3",5,2,4,4,1,3,"RIN_S_2022","WPT",7.26666666666667,"M. Cloudy","1-3","None",FALSE,177,2022,"RIN","S","3",1,100
"2579","RIN_S_2022_4",5,3,5,3,2,3,"RIN_S_2022","NGP",6.2,"Clear","1-3","None",FALSE,190,2022,"RIN","S","4",1,100
"2580","RIN_S_2022_5",6,NA,5,2,NA,1,"RIN_S_2022","HKG",8.51666666666667,"Overcast","0-1","None",FALSE,198,2022,"RIN","S","5",1,100
"2581","RIN_S_2023_1",2,1,2,2,1,2,"RIN_S_2023","JJC",9.55,"M. Cloudy","0-1","None",FALSE,158,2023,"RIN","S","1",1,100
"2582","RIN_S_2023_2",3,2,3,3,2,3,"RIN_S_2023","WPT",8.65,"Clear","1-3","None",FALSE,170,2023,"RIN","S","2",1,100
"2583","RIN_S_2023_3",2,NA,NA,1,NA,NA,"RIN_S_2023","JJC",6.41666666666667,"P. Cloudy","1-3","None",FALSE,179,2023,"RIN","S","3",1,100
"2584","RIN_S_2023_5",1,1,1,1,1,1,"RIN_S_2023","JJC",9.06666666666667,"Clear","0-1","None",FALSE,194,2023,"RIN","S","5",1,100
"2585","RIN_W_2007_0",7,7,7,2,2,2,"RIN_W_2007","CB",7.91666666666667,"Overcast","4-7","Drizzle/Mist",FALSE,143,2007,"RIN","W","0",2.53,252.94
"2586","RIN_W_2007_1",2,2,2,1,1,1,"RIN_W_2007","JF",9.11666666666667,"P. Cloudy","4-7","None",FALSE,148,2007,"RIN","W","1",2.53,252.94
"2587","RIN_W_2007_2",3,2,2,1,1,1,"RIN_W_2007","JF",6.43333333333333,"M. Cloudy","8-12","None",FALSE,157,2007,"RIN","W","2",2.53,252.94
"2588","RIN_W_2007_3",3,3,3,1,1,1,"RIN_W_2007","FP",6.63333333333333,"Clear","1-3","None",FALSE,165,2007,"RIN","W","3",2.53,252.94
"2589","RIN_W_2007_5",1,1,1,1,1,1,"RIN_W_2007","FP",7.31666666666667,"Clear","0-1","None",FALSE,186,2007,"RIN","W","5",2.53,252.94
"2590","RIN_W_2008_1",1,1,1,1,1,1,"RIN_W_2008","JF",9.25,"Clear","1-3","None",FALSE,133,2008,"RIN","W","1",2.53,252.94
"2591","RIN_W_2008_2",1,1,1,1,1,1,"RIN_W_2008","JF",6.66666666666667,"M. Cloudy","1-3","None",FALSE,140,2008,"RIN","W","2",2.53,252.94
"2592","RIN_W_2008_4",2,2,2,1,1,1,"RIN_W_2008","FP",8.18333333333333,"P. Cloudy","4-7","None",FALSE,150,2008,"RIN","W","4",2.53,252.94
"2593","RIN_W_2008_5",2,1,1,1,1,1,"RIN_W_2008","SR",8.76666666666667,"Overcast","1-3","None",FALSE,161,2008,"RIN","W","5",2.53,252.94
"2594","RIN_W_2009_0",1,NA,1,1,NA,1,"RIN_W_2009","EH",8.93333333333333,"Clear","0-1","None",FALSE,169,2009,"RIN","W","0",2.53,252.94
"2595","RIN_W_2009_1",7,1,6,3,1,2,"RIN_W_2009","SR",6.8,"P. Cloudy","0-1","None",FALSE,155,2009,"RIN","W","1",2.53,252.94
"2596","RIN_W_2009_2",1,NA,1,1,NA,1,"RIN_W_2009","SR",6.91666666666667,"Clear","0-1","None",FALSE,160,2009,"RIN","W","2",2.53,252.94
"2597","RIN_W_2009_3",3,NA,3,3,NA,3,"RIN_W_2009","SR",9.7,"Overcast","1-3","None",FALSE,167,2009,"RIN","W","3",2.53,252.94
"2598","RIN_W_2009_4",2,1,2,2,1,2,"RIN_W_2009","FP",7.88333333333333,NA,NA,NA,FALSE,183,2009,"RIN","W","4",2.53,252.94
"2599","RIN_W_2009_5",3,NA,3,2,NA,2,"RIN_W_2009","EH",9.45,"Clear","0-1","None",FALSE,188,2009,"RIN","W","5",2.53,252.94
"2600","RIN_W_2010_1",3,NA,2,2,NA,2,"RIN_W_2010","SR",9.3,"Clear","8-12","None",FALSE,142,2010,"RIN","W","1",2,200
"2601","RIN_W_2010_2",4,3,4,2,1,2,"RIN_W_2010","SR",8.56666666666667,"P. Cloudy","4-7","None",FALSE,152,2010,"RIN","W","2",2,200
"2602","RIN_W_2010_3",1,1,1,1,1,1,"RIN_W_2010","SR",8.5,"Clear","4-7","None",FALSE,160,2010,"RIN","W","3",2,200
"2603","RIN_W_2010_4",6,3,4,5,2,3,"RIN_W_2010","SR",7.13333333333333,"Clear","4-7","None",FALSE,181,2010,"RIN","W","4",2,200
"2604","RIN_W_2010_5",6,3,4,4,1,2,"RIN_W_2010","TL",8.6,"M. Cloudy","4-7","None",FALSE,189,2010,"RIN","W","5",2,200
"2605","RIN_W_2011_1",1,1,1,1,1,1,"RIN_W_2011","CP",7.7,"Clear","1-3","None",FALSE,143,2011,"RIN","W","1",2,200
"2606","RIN_W_2011_2",1,1,1,1,1,1,"RIN_W_2011","SR",7.06666666666667,"Clear","4-7","None",FALSE,152,2011,"RIN","W","2",2,200
"2607","RIN_W_2011_3",4,2,4,3,1,3,"RIN_W_2011","SR",7.95,"Clear","4-7","None",FALSE,157,2011,"RIN","W","3",2,200
"2608","RIN_W_2011_4",1,1,1,1,1,1,"RIN_W_2011","CP",8.03333333333333,"P. Cloudy","0-1","None",FALSE,167,2011,"RIN","W","4",2,200
"2609","RIN_W_2011_5",3,3,3,3,3,3,"RIN_W_2011","SR",9.03333333333333,"Clear",NA,"None",FALSE,179,2011,"RIN","W","5",2,200
"2610","RIN_W_2012_1",5,NA,1,4,NA,1,"RIN_W_2012","CD",8.5,"P. Cloudy","4-7","None",FALSE,139,2012,"RIN","W","1",2,200
"2611","RIN_W_2012_3",2,1,2,2,1,2,"RIN_W_2012","CD",9.25,"Clear","4-7","None",FALSE,157,2012,"RIN","W","3",2,200
"2612","RIN_W_2012_4",1,NA,1,1,NA,1,"RIN_W_2012","SR",8.18333333333333,"Clear","8-12","None",FALSE,171,2012,"RIN","W","4",2,200
"2613","RIN_W_2012_5",5,3,4,3,1,2,"RIN_W_2012","CD",8.41666666666667,"M. Cloudy","4-7","None",FALSE,178,2012,"RIN","W","5",2,200
"2614","RIN_W_2013_1",5,5,5,2,2,2,"RIN_W_2013","SR",7.13333333333333,"Clear","1-3","None",FALSE,137,2013,"RIN","W","1",2,200
"2615","RIN_W_2013_2",4,2,3,3,1,2,"RIN_W_2013","CD",8.93333333333333,"Overcast","1-3","None",FALSE,156,2013,"RIN","W","2",2,200
"2616","RIN_W_2013_3",7,2,4,4,1,2,"RIN_W_2013","AM",8.96666666666667,"Overcast","0-1","None",FALSE,168,2013,"RIN","W","3",2,200
"2617","RIN_W_2013_4",7,1,4,6,1,3,"RIN_W_2013","AM",8.13333333333333,"Clear","0-1","None",FALSE,177,2013,"RIN","W","4",2,200
"2618","RIN_W_2013_5",7,4,7,3,1,3,"RIN_W_2013","AM",9.56666666666667,"M. Cloudy","4-7","None",FALSE,189,2013,"RIN","W","5",2,200
"2619","RIN_W_2014_1",3,2,2,3,2,2,"RIN_W_2014","ORG",8.21666666666667,"Clear","1-3","None",FALSE,164,2014,"RIN","W","1",2,200
"2620","RIN_W_2015_1",6,NA,2,3,NA,1,"RIN_W_2015","BSV",7.9,"P. Cloudy","1-3","None",FALSE,142,2015,"RIN","W","1",2,200
"2621","RIN_W_2015_2",1,1,1,1,1,1,"RIN_W_2015","BSV",8.95,"Overcast","4-7","None",FALSE,157,2015,"RIN","W","2",2,200
"2622","RIN_W_2015_4",5,NA,2,4,NA,2,"RIN_W_2015","BSV",6.36666666666667,"P. Cloudy","1-3","None",FALSE,194,2015,"RIN","W","4",2,200
"2623","RIN_W_2015_5",1,1,1,1,1,1,"RIN_W_2015","JJC",6.68333333333333,"P. Cloudy","0-1","None",FALSE,214,2015,"RIN","W","5",2,200
"2624","RIN_W_2016_1",3,2,2,2,2,2,"RIN_W_2016","JJC",8.41666666666667,"P. Cloudy","1-3","None",FALSE,152,2016,"RIN","W","1",2,200
"2625","RIN_W_2016_2",2,1,1,2,1,1,"RIN_W_2016","SR",6.63333333333333,"M. Cloudy","4-7","None",FALSE,163,2016,"RIN","W","2",2,200
